station,elevation,latitude,longitude,year,Jan_TOBS,Feb_TOBS,Mar_TOBS,Apr_TOBS,May_TOBS,Jun_TOBS,Jul_TOBS,Aug_TOBS,Sep_TOBS,Oct_TOBS,Nov_TOBS,Dec_TOBS,Annual_TOBS,Jan_TMIN,Feb_TMIN,Mar_TMIN,Apr_TMIN,May_TMIN,Jun_TMIN,Jul_TMIN,Aug_TMIN,Sep_TMIN,Oct_TMIN,Nov_TMIN,Dec_TMIN,Annual_TMIN,Jan_TMAX,Feb_TMAX,Mar_TMAX,Apr_TMAX,May_TMAX,Jun_TMAX,Jul_TMAX,Aug_TMAX,Sep_TMAX,Oct_TMAX,Nov_TMAX,Dec_TMAX,Annual_TMAX,Jan_PRCP,Feb_PRCP,Mar_PRCP,Apr_PRCP,May_PRCP,Jun_PRCP,Jul_PRCP,Aug_PRCP,Sep_PRCP,Oct_PRCP,Nov_PRCP,Dec_PRCP,Annual_PRCP,Jan_SNOW,Feb_SNOW,Mar_SNOW,Apr_SNOW,May_SNOW,Jun_SNOW,Jul_SNOW,Aug_SNOW,Sep_SNOW,Oct_SNOW,Nov_SNOW,Dec_SNOW,Annual_SNOW,Jan_SNWD,Feb_SNWD,Mar_SNWD,Apr_SNWD,May_SNWD,Jun_SNWD,Jul_SNWD,Aug_SNWD,Sep_SNWD,Oct_SNWD,Nov_SNWD,Dec_SNWD,Annual_SNWD
USC00092783,71.0,31.4889,-82.8206,1949.0,13.1875,13.1,12.13125,16.15,18.975,22.9375,24.4625,25.125,22.575,20.25,10.7625,9.5875,17.5625,9.90625,10.01875,8.725,12.95,16.4375,20.6375,22.25,21.8875,19.4,17.5,5.603125,6.328125,14.425,21.075,21.2,21.2625,25.4125,29.925,30.85,32.825,32.425,30.425,28.3,20.4625,19.075,inf,0.14072265625,5.996875,1.903125,5.38125,3.925,5.515625,4.496875,5.05,0.619921875,1.2453125,0.4,1.403125,2.99375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1950.0,13.7875,10.91875,11.01875,12.8875,21.575,24.6375,23.775,23.9,21.125,18.075,7.825,4.659375,15.6625,10.98125,7.6375,7.13125,10.1125,17.9875,21.0625,20.85,21.0,18.525,15.3625,4.63125,2.30625,12.6,23.1875,21.175,20.425,23.8,31.1,33.225,29.85,31.875,29.7,27.35,20.1625,14.6375,inf,0.890625,1.13203125,4.721875,2.390625,2.2125,2.9765625,6.153125,1.221875,3.640625,3.73125,0.8703125,3.475,2.81875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1951.0,7.4875,7.34375,11.575,14.1875,17.65,25.675,24.575,24.5625,22.2375,17.2875,8.09375,9.80625,16.0125,3.490625,4.475,8.5875,11.675,15.0625,20.525,21.6125,22.0625,20.1375,14.7625,5.715625,6.58125,13.0125,18.3,19.4625,20.9125,24.775,29.925,34.15,34.275,35.05,31.85,28.1,19.9625,19.475,inf,0.783984375,1.04296875,4.509375,2.10625,1.43515625,5.496875,4.259375,5.428125,4.615625,1.7359375,2.203125,2.7875,3.040625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1952.0,10.36875,8.7,10.38125,12.59375,18.875,24.35,25.625,23.725,21.525,13.75,10.8125,7.4375,15.5625,7.6,6.85,7.70625,10.475,16.6625,22.225,22.2,21.7875,19.5875,10.53125,7.18125,3.6625,12.6375,20.9,17.975,22.8625,24.775,30.875,35.525,35.6,33.825,30.275,24.7375,22.2625,16.6875,inf,1.703125,2.6,2.6125,1.08359375,2.5515625,1.1265625,1.7265625,5.20625,3.1859375,0.271484375,2.0765625,2.4328125,2.228125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1955.0,13.2125,15.4625,20.5375,24.8625,26.625,28.0,27.35,29.05,25.875,20.925,18.05,12.66875,inf,3.31875,6.128125,9.6875,13.5875,16.85,16.7125,20.2625,20.4625,18.075,9.95,4.75625,2.5515625,11.9,17.475,19.9,25.5875,27.775,31.2,31.675,32.775,33.325,30.45,25.5375,21.5875,16.325,inf,3.54375,1.95,0.658203125,3.66875,4.690625,1.23984375,8.69375,4.140625,5.0,2.9328125,0.13662109375,0.0119995117187,3.109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1960.0,6.128125,6.6375,6.21875,14.275,17.925,21.9375,24.125,23.875,22.825,15.5375,10.16875,2.9390625,14.4375,2.7421875,3.1,2.6703125,11.49375,14.625,19.0125,21.1625,20.5625,18.7625,12.69375,6.49375,-2.0265625,10.975,16.775,16.325,15.7625,25.825,29.15,31.75,33.4,32.5,30.775,27.15,22.6125,14.5875,inf,3.35625,5.53125,1.57578125,6.30625,0.6765625,3.215625,5.40625,4.18125,2.8796875,0.658203125,0.593359375,1.396875,2.971875,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1961.0,3.471875,8.5875,12.71875,13.0375,17.3875,20.9875,22.8625,22.4125,20.2125,11.40625,11.31875,6.39375,14.275,-0.661328125,5.5,8.4875,8.5875,15.1,18.4125,20.3875,20.3875,18.6,8.7875,8.51875,4.01875,11.375,12.8625,19.3875,23.5125,22.75,28.125,30.8,33.425,32.05,31.225,26.225,23.325,17.1875,inf,4.178125,3.29375,4.18125,6.6875,2.4421875,4.253125,4.834375,7.48125,1.609375,0.0,1.36328125,3.34375,3.653125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1962.0,5.771875,9.76875,8.325,12.59375,20.4375,22.1125,23.8375,22.325,20.1625,14.35,7.71875,4.1625,14.3125,3.1703125,7.14375,6.20625,9.71875,17.3375,20.0375,22.0375,20.8625,19.0125,12.425,5.065625,1.6515625,12.08125,14.4375,21.6375,19.15,24.4,32.7,31.9,33.675,33.55,30.125,27.55,18.5375,14.15,inf,3.484375,2.1921875,2.709375,1.26171875,0.12255859375,4.840625,3.521875,4.3125,5.353125,1.06484375,2.7,2.3421875,2.8265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1963.0,4.096875,3.884375,11.33125,14.8,19.125,22.275,22.8875,22.9,19.175,13.3625,7.85625,1.7734375,13.675,0.903125,1.43203125,8.4375,12.675,16.775,20.1875,21.0125,21.625,17.8875,11.80625,5.671875,-0.416015625,11.55625,13.6,14.4125,22.45,26.45,28.7,31.275,32.625,33.7,29.325,26.925,20.775,12.74375,inf,3.98125,3.934375,2.7359375,1.7359375,3.6625,9.70625,4.003125,5.271875,2.459375,0.0806640625,1.996875,1.9640625,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1964.0,5.2875,4.70625,9.9375,14.9625,18.7375,23.175,22.8875,22.7375,20.0375,12.50625,10.9625,9.10625,14.6375,2.28125,2.3421875,6.28125,12.05625,16.075,20.45,21.15,21.175,18.2625,10.8375,8.5625,5.96875,12.16875,13.925,14.5875,21.2375,25.8,29.125,33.225,31.1,31.65,29.375,23.7875,22.6625,17.5375,inf,6.8875,7.93125,4.278125,4.39375,1.6,2.653125,7.26875,3.709375,4.00625,1.659375,1.01640625,2.990625,4.021875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1965.0,4.83125,6.60625,9.8625,15.4,19.75,20.8,22.75,22.575,20.8,13.9125,9.575,3.878125,14.2625,2.19375,4.59375,7.44375,12.79375,16.1625,18.4,20.4375,20.95,19.35,12.025,7.4625,1.41953125,12.0125,17.8875,16.275,20.425,25.95,31.75,30.15,32.425,32.975,30.275,24.8375,22.1875,16.6375,inf,1.6703125,5.821875,6.91875,1.9671875,0.0,4.75625,3.40625,2.7453125,3.809375,0.97109375,0.81328125,3.459375,3.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1966.0,2.51875,4.296875,7.225,13.1375,18.1875,20.175,23.725,22.35,19.8125,15.2625,8.2875,4.26875,13.325,0.67734375,1.8828125,5.140625,10.30625,16.2875,17.375,21.65,20.4625,18.0,12.66875,6.378125,1.91875,11.11875,13.3375,15.375,19.65,25.625,27.1,29.975,32.75,31.95,30.45,25.875,20.8375,15.9125,inf,4.71875,3.51875,3.875,1.5796875,6.75,4.321875,5.99375,2.2390625,1.703125,3.228125,1.2203125,2.009375,3.44375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1967.0,5.590625,4.696875,9.9125,15.8375,16.325,20.0,20.6875,20.525,15.3875,9.86875,6.575,7.35625,12.78125,3.365625,2.1640625,7.74375,13.4125,13.8625,19.0125,19.025,19.6125,14.375,7.83125,4.446875,4.628125,10.8375,16.8125,15.5,23.6625,27.875,29.05,30.325,31.575,31.8,28.85,25.3125,20.9125,20.0375,inf,6.96875,3.790625,0.738671875,0.68671875,2.809375,3.221875,4.484375,7.05625,0.343359375,0.532421875,1.25,2.90625,2.909375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1968.0,1.9328125,0.8140625,7.1875,15.55,16.3875,20.15,21.9125,21.8875,18.45,14.225,7.6375,4.01875,12.55625,0.1193359375,-1.00390625,4.334375,12.775,14.5125,18.775,20.55,20.5375,16.825,12.01875,4.903125,0.68046875,10.4875,13.9,13.9125,21.1125,27.675,28.525,32.075,32.95,33.65,30.35,26.25,19.8125,15.2125,inf,1.396875,1.1859375,4.175,2.1328125,4.5,2.896875,4.440625,4.60625,2.7671875,1.8,3.4875,4.684375,3.184375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1969.0,4.20625,4.396875,6.46875,13.5125,16.225,21.0875,22.425,20.975,18.6125,15.875,7.26875,4.328125,12.9625,1.2484375,1.896875,3.4625,10.94375,14.0875,19.8625,21.275,19.6875,17.4125,13.7375,4.6625,1.396875,10.85625,14.3625,14.8875,17.5875,26.65,28.15,33.375,33.4,31.075,29.05,26.525,19.0875,15.5375,inf,1.4453125,3.021875,5.1,0.753515625,2.0296875,3.6,7.09375,7.88125,3.796875,0.2193359375,1.453125,3.765625,3.365625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1970.0,2.284375,4.05,10.28125,15.8375,16.8,20.6375,22.3,23.1,20.75,15.7375,6.69375,6.7125,13.825,-0.77109375,0.78203125,7.675,13.575,14.9625,19.0375,20.75,22.125,20.025,14.0125,3.915625,3.434375,11.6875,11.05625,15.9125,21.25,26.525,29.525,31.075,32.925,32.5,32.35,27.025,19.3625,19.25,inf,2.78125,4.021875,5.09375,1.1703125,4.825,2.4734375,3.921875,7.6375,2.353125,1.9578125,0.330078125,2.2875,3.2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1971.0,6.3625,5.475,8.54375,13.525,17.3625,21.35,22.725,21.925,20.4125,16.95,8.51875,12.18125,14.6625,3.103125,2.5390625,4.978125,10.425,14.375,19.65,21.0125,21.05,19.775,15.25,6.40625,9.99375,12.4375,15.7,18.2625,18.9375,25.675,28.05,32.9,31.95,32.125,31.375,27.85,21.0625,20.9625,inf,1.7421875,2.7359375,3.80625,2.409375,3.84375,4.303125,8.4625,9.45,1.33359375,1.31953125,1.353125,2.6671875,3.64375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1972.0,9.49375,6.009375,10.51875,14.675,17.1625,,22.025,22.4875,20.3875,14.9375,10.575,8.8375,14.35,7.05625,3.80625,8.40625,12.1125,15.2875,,20.4625,21.1125,18.875,13.0375,7.71875,6.425,12.275,19.4625,16.075,22.275,25.9,27.35,,32.675,33.15,32.125,26.775,20.0625,18.7375,inf,3.896875,5.34375,2.8640625,1.103125,2.1578125,,5.671875,4.90625,0.633203125,1.07109375,2.9703125,3.43125,3.090625,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1973.0,5.3625,4.58125,12.53125,14.25,17.275,21.525,22.7875,21.575,21.45,13.825,10.25625,5.084375,14.25,3.0296875,1.6640625,10.59375,11.3875,15.0625,19.625,21.6,20.6375,20.2625,12.36875,7.86875,2.003125,12.23125,15.2875,15.3875,22.6375,23.3625,28.325,30.825,33.225,32.45,31.575,27.975,23.875,16.375,inf,3.96875,5.53125,4.021875,5.55625,4.446875,12.775,3.5625,5.88125,3.271875,0.761328125,0.98984375,3.76875,4.521875,0.0,2.71484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208251953125,0.0,11.546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364990234375
USC00092783,71.0,31.4889,-82.8206,1974.0,13.075,5.815625,10.7625,11.5875,17.9125,19.0125,21.1125,20.625,19.225,9.40625,7.29375,5.4125,13.4875,11.44375,2.896875,8.2,9.9375,16.2875,17.7625,19.7875,20.1,18.325,7.55,4.409375,2.8875,11.71875,23.3125,18.5375,23.7,25.65,30.575,31.525,32.675,32.725,30.475,25.85,21.275,17.1875,inf,1.778125,4.503125,2.6421875,2.446875,2.6640625,7.25625,3.540625,4.525,5.11875,0.19677734375,1.24296875,2.2671875,3.1609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1975.0,7.24375,8.06875,8.8625,11.88125,17.7,19.925,20.8,20.65,18.05,14.2125,8.4625,4.175,13.3625,4.334375,5.934375,6.65625,9.825,16.675,18.8875,19.7625,20.125,17.1875,12.63125,5.928125,1.615625,11.66875,18.575,20.2125,21.9375,25.0,31.35,31.525,31.85,33.575,30.675,27.125,22.1125,17.3125,inf,5.40625,1.20390625,4.03125,3.83125,3.415625,3.5,10.95625,2.9296875,3.43125,2.596875,1.21015625,4.125,3.915625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1976.0,1.7703125,5.928125,11.21875,11.66875,15.1,19.0625,21.2875,20.3875,18.2875,10.28125,5.14375,4.365625,12.10625,-0.9546875,3.53125,8.25625,9.48125,13.775,17.5625,19.8625,19.225,16.825,8.3875,2.9234375,1.4390625,10.05625,14.975,21.8875,24.5625,27.625,27.3,31.35,34.3,32.125,29.5,23.35,17.275,14.175,inf,3.76875,1.37890625,1.621875,0.71015625,9.925,3.7,3.5375,3.2875,4.18125,2.903125,5.00625,3.871875,3.68125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1977.0,-0.12578125,2.1328125,11.9125,13.325,15.075,19.4875,21.625,20.95,19.6875,10.2625,9.6375,4.703125,12.475,-2.5875,-0.485546875,9.225,11.2875,13.325,18.225,20.2375,19.9875,18.875,9.275,7.63125,2.184375,10.6625,10.0875,16.9625,23.5,27.625,31.1,35.275,35.1,33.125,31.425,25.8,22.4375,15.9875,inf,3.475,3.209375,4.384375,0.846875,1.38359375,2.990625,4.5125,6.246875,6.7625,1.5578125,3.328125,5.065625,3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1978.0,1.12890625,0.453515625,7.53125,12.33125,15.525,20.075,21.5,20.775,20.2,13.125,13.0625,6.875,12.78125,-1.35,-1.275,5.0625,10.51875,14.075,18.8375,20.4875,19.625,19.425,11.74375,11.2375,2.8296875,11.175,11.7375,12.04375,20.475,27.925,29.975,33.875,34.175,34.05,33.325,27.275,24.725,18.5875,inf,5.046875,1.9390625,3.353125,3.2625,2.9421875,1.959375,3.1734375,5.134375,0.4734375,1.00625,2.6328125,3.40625,2.878125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1979.0,3.746875,4.81875,9.88125,15.0375,16.8,19.8,23.05,21.525,20.4875,12.5875,9.525,4.50625,13.5125,0.590234375,2.0171875,7.84375,12.8,15.6,17.675,21.9875,20.5875,19.5125,10.91875,7.85625,2.6484375,11.6875,13.9125,15.0,23.3875,27.95,29.7,32.275,33.65,33.525,28.875,26.1,22.5625,15.7,inf,5.39375,7.1125,1.01328125,3.1671875,3.696875,0.996875,5.84375,4.5125,4.834375,0.0806640625,2.696875,3.48125,3.546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1980.0,6.30625,3.484375,9.2625,11.88125,17.3125,20.2,23.1125,21.9375,20.625,13.0375,8.31875,3.203125,13.2875,3.9375,1.16796875,7.00625,10.34375,16.125,19.3875,22.2625,21.2,19.975,11.6125,6.0625,1.38671875,11.7625,15.4875,14.6125,20.7625,25.525,29.525,32.875,34.6,34.575,33.25,24.5375,19.4875,15.3,inf,3.59375,1.6609375,6.75,5.103125,2.421875,6.4125,1.1390625,2.1703125,4.0,2.1453125,0.61015625,1.28359375,3.0984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1981.0,-0.138671875,6.215625,7.6,14.325,,22.2625,23.1625,21.3625,17.5125,13.3375,8.48125,3.95625,12.60625,-1.984375,3.465625,5.034375,12.33125,,21.125,22.4625,20.45,16.35,11.70625,6.128125,1.596875,10.8125,13.3375,18.0875,21.125,28.325,,34.95,35.35,31.325,31.3,25.2875,21.0125,14.6875,inf,0.990625,3.84375,3.49375,0.41328125,,4.484375,6.171875,4.415625,0.066650390625,1.79375,1.903125,3.79375,2.8546875,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1982.0,4.303125,8.33125,11.975,13.1625,17.425,21.225,22.0625,21.9625,18.425,13.3875,11.06875,8.54375,14.35,1.27421875,6.175,10.11875,11.3875,16.1,20.2625,21.2625,20.75,17.525,12.25,9.175,7.1625,12.8125,16.0375,18.9125,23.3875,24.3125,30.825,32.625,32.325,32.525,30.325,26.5,21.9875,19.35,inf,3.34375,3.796875,1.60625,3.278125,1.715625,5.24375,8.125,2.8484375,1.6328125,1.20625,2.9359375,4.7125,3.36875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1983.0,2.1328125,5.23125,7.9625,11.125,16.5375,19.4875,22.0125,21.8875,17.4875,15.275,7.31875,4.396875,12.61875,0.57421875,3.271875,6.475,9.03125,15.2875,18.775,21.3375,20.975,16.4875,14.0375,4.99375,1.9328125,11.15,12.425,16.1125,19.6875,24.1875,29.425,31.425,34.325,34.875,30.4,27.025,20.425,14.1875,inf,3.56875,5.421875,7.3125,5.071875,0.596875,2.3796875,5.271875,2.5421875,2.953125,0.93203125,4.54375,6.090625,3.878125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1984.0,3.403125,5.965625,8.775,11.66875,16.5375,20.1875,21.0375,21.3,18.2125,16.2875,6.334375,9.76875,13.3375,1.39375,3.625,6.03125,11.0375,15.3875,19.0625,20.275,20.725,17.2875,15.1375,4.621875,7.9125,11.93125,13.9875,18.875,22.1625,25.575,29.3,32.425,31.85,32.95,30.375,28.8,19.3625,21.625,inf,2.971875,3.94375,5.19375,1.83125,2.9703125,1.8296875,9.625,1.7546875,3.5625,2.6640625,1.640625,0.6,3.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1985.0,2.221875,6.05,13.375,14.425,17.775,20.875,21.925,21.425,18.825,18.3,14.8,3.353125,14.4875,-0.61953125,4.30625,9.40625,12.5875,16.375,20.2375,20.9375,20.5625,17.775,17.15,13.65,0.67109375,12.79375,13.25,18.3125,23.8375,27.2,30.5,33.7,33.95,33.3,31.075,28.0,24.8375,15.225,inf,2.3421875,1.721875,2.0359375,2.05625,2.6359375,2.29375,4.434375,6.59375,0.269921875,1.9328125,3.8875,2.315625,2.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1986.0,3.721875,8.16875,9.35,12.2,16.7375,21.4375,22.8125,20.775,20.1875,14.625,14.025,7.03125,14.275,1.23203125,5.715625,7.46875,10.3875,15.65,20.75,22.1125,20.275,19.4625,13.475,12.14375,5.325,12.8625,15.2375,20.175,23.1,28.225,31.475,34.725,36.45,32.85,33.025,26.95,23.1375,16.45,inf,1.884375,7.65625,2.18125,0.31328125,2.415625,3.86875,2.1703125,6.109375,1.9296875,2.3359375,3.834375,6.353125,3.396875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1987.0,4.36875,5.940625,8.45,10.1,17.0125,19.8625,20.975,22.275,18.725,8.18125,9.54375,7.0125,12.7375,2.3265625,3.81875,6.925,8.725,16.0125,19.125,20.4,21.55,18.05,6.39375,7.275,4.003125,11.25625,14.6125,15.5375,20.65,25.775,31.125,33.175,35.25,35.15,32.1,24.775,22.725,19.325,inf,4.9875,7.18125,3.596875,0.319921875,1.196875,4.6625,3.2375,5.50625,1.5234375,0.0,1.58984375,1.57109375,2.9234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00092783,71.0,31.4889,-82.8206,1988.0,2.18125,1.9828125,7.8375,12.0375,14.3125,18.3875,20.8625,21.25,19.5125,10.2,9.875,4.509375,11.95625,-0.0258056640625,1.11796875,5.765625,10.375,13.25,17.4125,19.9375,20.95,18.5625,8.94375,7.68125,1.99375,10.5375,12.7625,16.5375,21.55,26.925,30.05,32.75,34.325,34.075,31.275,24.8,21.975,18.05,inf,3.778125,5.86875,3.015625,3.590625,0.82890625,1.6765625,4.321875,4.334375,3.565625,1.209375,0.8203125,0.735546875,2.7875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
